Method,Name,Error,Occurrences
GET,/companies,"HTTPConnectionPool(host='127.0.0.1', port=5000): Max retries exceeded with url: /companies (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7fcbd77f9850>: Failed to establish a new connection: [Errno 111] Connection refused'))",19
